column_id,column_description
HRS2014Q1,HOUSEHOLD IDENTIFICATION NUMBER ... 18747 000003-959738. Household Identification Number
HRS2014Q2,RESPONDENT PERSON IDENTIFICATION NUMBER ... 10202 010. Person Identifier 714 011. Person Identifier 34 012. Person Identifier 6106 020. Person Identifier 208 021. Person Identifier 16 022. Person Identifier 1 023. Person Identifier 511 030. Person Identifier 45 031. Person Identifier 7 032. Person Identifier 2 033. Person Identifier 836 040. Person Identifier 57 041. Person Identifier 7 042. Person Identifier 1 043. Person Identifier
HRS2014Q3,2014 SUB HOUSEHOLD IDENTIFICATION NUMBER ... 17037 0. Original sample household - no split from divorce or separation of spouses or partners 850 1. Split household - one half of couple from Q3 0 and new spouse or partner\, if any 669 2. Split household - one half of couple from Q3 0 and new spouse or partner\, if any 64 5. Split household - one half of couple from Q3 1 or 2 8 6. Split household - one half of couple from Q3 1 or 2 118 7. Reunited household - respondents from split household reunite 1 8. Split household - one half of couple from Q3 1 or 2
HRS2014Q4,2012 SUB HOUSEHOLD IDENTIFICATION NUMBER ... 17309 0. Original sample household - no split from divorce or separation of spouses or partners 707 1. Split household - one half of couple from Q3 0 and new spouse or partner\, if any 578 2. Split household - one half of couple from Q3 0 and new spouse or partner\, if any 57 5. Split household - one half of couple from Q3 1 or 2 7 6. Split household - one half of couple from Q3 1 or 2 88 7. Reunited household - respondents from split household reunite 1 8. Split household - one half of couple from Q3 1 or 2
HRS2014Q5,2014 SPOUSE/PARTNER PERSON NUMBER ... 5159 010. Person Identifier 525 011. Person Identifier 24 012. Person Identifier 4656 020. Person Identifier 174 021. Person Identifier 11 022. Person Identifier 1 023. Person Identifier 323 030. Person Identifier 27 031. Person Identifier 4 032. Person Identifier 2 033. Person Identifier 558 040. Person Identifier 40 041. Person Identifier 4 042. Person Identifier 1 043. Person Identifier 31 811. Spouse of Non-Original Respondent 2 812. Spouse of Non-Original Respondent 2 820. Spouse of Non-Original Respondent 9 821. Spouse of Non-Original Respondent 1 822. Spouse of Non-Original Respondent 3 831. Spouse of Non-Original Respondent 1 832. Spouse of Non-Original Respondent 4 841. Spouse of Non-Original Respondent 1 842. Spouse of Non-Original Respondent 7184 Blank. Single Respondent Household
HRS2014Q6,2014 WHETHER COVERSHEET RESPONDENT ... 13238 1. Yes 32 3. 2nd Coverscreen R\, answers not retained 5477 5. No
HRS2014Q7,2014 WHETHER FAMILY RESPONDENT ... 13073 1. Family R 23 3. 2nd Family R\, answers not retained 5651 5. Non-Family R
HRS2014Q8,2014 WHETHER FINANCIAL RESPONDENT ... 13098 1. Financial R 24 3. 2nd Financial R\, answers not retained 5625 5. Non-Financial R
HRS2014Q9,Ref: SecJ.Q9_3Wave * ... 18747 2. Not asked this wave Blank. INAP (Inapplicable); Partial Interview
HRS2014Q10,Ref: SecJ.Q10_4Wave * ... 18747 3. Not asked this wave Blank. INAP (Inapplicable); Partial Interview
HRS2014Q528,Ref: SecJ.WORKINGBETWEENIWS.J597M.W779_MonthsPerYear[2].W778_WhichMonths[9] Which months in [Eligible Year] were those ([when you did any work for pay])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 15 9. SEP 10. OCT 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18732 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q529,Ref: SecJ.WORKINGBETWEENIWS.J597M.W779_MonthsPerYear[2].W778_WhichMonths[10] Which months in [Eligible Year] were those ([when you did any work for pay])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 15 10. OCT 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18732 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q530,Ref: SecJ.WORKINGBETWEENIWS.J597M.W779_MonthsPerYear[2].W778_WhichMonths[11] Which months in [Eligible Year] were those ([when you did any work for pay])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 10. OCT 15 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18732 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q531,Ref: SecJ.WORKINGBETWEENIWS.J597M.W779_MonthsPerYear[2].W778_WhichMonths[12] Which months in [Eligible Year] were those ([when you did any work for pay])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 10. OCT 11. NOV 15 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18732 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q532,Ref: SecJ.WORKINGBETWEENIWS.J597M.W779_MonthsPerYear[3].W776_Year * ... 46 2011. Actual Value 18701 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q533,Ref: SecJ.WORKINGBETWEENIWS.J597M.W779_MonthsPerYear[3].W777_ Were there any months in [Eligible Year] [when you did any work for pay]? ... 30 1. YES 16 5. NO 8. DK (Don't Know); NA (Not Ascertained) 9. RF (Refused) 18701 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q534,Ref: SecJ.WORKINGBETWEENIWS.J597M.W779_MonthsPerYear[3].W778_WhichMonths[1] Which months in [Eligible Year] were those ([when you did any work for pay])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 11 1. JAN 2 2. FEB 1 3. MAR 2 4. APR 3 5. MAY 4 6. JUN 7. JUL 8. AUG 2 9. SEP 1 10. OCT 1 11. NOV 1 12. DEC 2 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18717 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q535,Ref: SecJ.WORKINGBETWEENIWS.J597M.W779_MonthsPerYear[3].W778_WhichMonths[2] Which months in [Eligible Year] were those ([when you did any work for pay])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 11 2. FEB 2 3. MAR 1 4. APR 1 5. MAY 3 6. JUN 3 7. JUL 1 8. AUG 9. SEP 2 10. OCT 1 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18722 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q536,Ref: SecJ.WORKINGBETWEENIWS.J597M.W779_MonthsPerYear[3].W778_WhichMonths[3] Which months in [Eligible Year] were those ([when you did any work for pay])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 11 3. MAR 2 4. APR 1 5. MAY 1 6. JUN 3 7. JUL 3 8. AUG 9. SEP 1 10. OCT 2 11. NOV 1 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18722 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q537,Ref: SecJ.WORKINGBETWEENIWS.J597M.W779_MonthsPerYear[3].W778_WhichMonths[4] Which months in [Eligible Year] were those ([when you did any work for pay])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 10 4. APR 2 5. MAY 1 6. JUN 1 7. JUL 3 8. AUG 2 9. SEP 10. OCT 11. NOV 3 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18725 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q538,Ref: SecJ.WORKINGBETWEENIWS.J597M.W779_MonthsPerYear[3].W778_WhichMonths[5] Which months in [Eligible Year] were those ([when you did any work for pay])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 10 5. MAY 2 6. JUN 1 7. JUL 1 8. AUG 3 9. SEP 2 10. OCT 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18728 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q539,Ref: SecJ.WORKINGBETWEENIWS.J597M.W779_MonthsPerYear[3].W778_WhichMonths[6] Which months in [Eligible Year] were those ([when you did any work for pay])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 9 6. JUN 2 7. JUL 1 8. AUG 9. SEP 2 10. OCT 1 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18732 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q540,Ref: SecJ.WORKINGBETWEENIWS.J597M.W779_MonthsPerYear[3].W778_WhichMonths[7] Which months in [Eligible Year] were those ([when you did any work for pay])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 9 7. JUL 1 8. AUG 9. SEP 10. OCT 2 11. NOV 1 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18734 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q541,Ref: SecJ.WORKINGBETWEENIWS.J597M.W779_MonthsPerYear[3].W778_WhichMonths[8] Which months in [Eligible Year] were those ([when you did any work for pay])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 9 8. AUG 1 9. SEP 10. OCT 11. NOV 2 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18735 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q542,Ref: SecJ.WORKINGBETWEENIWS.J597M.W779_MonthsPerYear[3].W778_WhichMonths[9] Which months in [Eligible Year] were those ([when you did any work for pay])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 6 9. SEP 1 10. OCT 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18740 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q543,Ref: SecJ.WORKINGBETWEENIWS.J597M.W779_MonthsPerYear[3].W778_WhichMonths[10] Which months in [Eligible Year] were those ([when you did any work for pay])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 6 10. OCT 1 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18740 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q544,Ref: SecJ.WORKINGBETWEENIWS.J597M.W779_MonthsPerYear[3].W778_WhichMonths[11] Which months in [Eligible Year] were those ([when you did any work for pay])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 10. OCT 6 11. NOV 1 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18740 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q545,Ref: SecJ.WORKINGBETWEENIWS.J597M.W779_MonthsPerYear[3].W778_WhichMonths[12] Which months in [Eligible Year] were those ([when you did any work for pay])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 10. OCT 11. NOV 5 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18742 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q546,Ref: SecJ.WORKINGBETWEENIWS.J597M.W779_MonthsPerYear[4].W776_Year * ... 30 2010. Actual Value 18717 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q547,Ref: SecJ.WORKINGBETWEENIWS.J597M.W779_MonthsPerYear[4].W777_ Were there any months in [Eligible Year] [when you did any work for pay]? ... 18 1. YES 12 5. NO 8. DK (Don't Know); NA (Not Ascertained) 9. RF (Refused) 18717 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q548,Ref: SecJ.WORKINGBETWEENIWS.J597M.W779_MonthsPerYear[4].W778_WhichMonths[1] Which months in [Eligible Year] were those ([when you did any work for pay])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 8 1. JAN 2. FEB 3. MAR 2 4. APR 5. MAY 3 6. JUN 7. JUL 8. AUG 1 9. SEP 1 10. OCT 1 11. NOV 1 12. DEC 1 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18729 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q549,Ref: SecJ.WORKINGBETWEENIWS.J597M.W779_MonthsPerYear[4].W778_WhichMonths[2] Which months in [Eligible Year] were those ([when you did any work for pay])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 8 2. FEB 3. MAR 4. APR 2 5. MAY 6. JUN 3 7. JUL 8. AUG 9. SEP 1 10. OCT 1 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18732 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q550,Ref: SecJ.WORKINGBETWEENIWS.J597M.W779_MonthsPerYear[4].W778_WhichMonths[3] Which months in [Eligible Year] were those ([when you did any work for pay])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 8 3. MAR 4. APR 5. MAY 2 6. JUN 7. JUL 3 8. AUG 9. SEP 10. OCT 1 11. NOV 1 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18732 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q551,Ref: SecJ.WORKINGBETWEENIWS.J597M.W779_MonthsPerYear[4].W778_WhichMonths[4] Which months in [Eligible Year] were those ([when you did any work for pay])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 7 4. APR 5. MAY 6. JUN 2 7. JUL 8. AUG 2 9. SEP 10. OCT 11. NOV 1 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18735 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q552,Ref: SecJ.WORKINGBETWEENIWS.J597M.W779_MonthsPerYear[4].W778_WhichMonths[5] Which months in [Eligible Year] were those ([when you did any work for pay])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 7 5. MAY 6. JUN 7. JUL 2 8. AUG 9. SEP 2 10. OCT 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18736 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q553,Ref: SecJ.WORKINGBETWEENIWS.J597M.W779_MonthsPerYear[4].W778_WhichMonths[6] Which months in [Eligible Year] were those ([when you did any work for pay])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6 6. JUN 7. JUL 1 8. AUG 2 9. SEP 10. OCT 2 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18736 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q554,Ref: SecJ.WORKINGBETWEENIWS.J597M.W779_MonthsPerYear[4].W778_WhichMonths[7] Which months in [Eligible Year] were those ([when you did any work for pay])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 6 7. JUL 8. AUG 1 9. SEP 2 10. OCT 11. NOV 2 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18736 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q555,Ref: SecJ.WORKINGBETWEENIWS.J597M.W779_MonthsPerYear[4].W778_WhichMonths[8] Which months in [Eligible Year] were those ([when you did any work for pay])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 6 8. AUG 9. SEP 1 10. OCT 2 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18738 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q556,Ref: SecJ.WORKINGBETWEENIWS.J597M.W779_MonthsPerYear[4].W778_WhichMonths[9] Which months in [Eligible Year] were those ([when you did any work for pay])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 6 9. SEP 10. OCT 1 11. NOV 2 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18738 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q557,Ref: SecJ.WORKINGBETWEENIWS.J597M.W779_MonthsPerYear[4].W778_WhichMonths[10] Which months in [Eligible Year] were those ([when you did any work for pay])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 6 10. OCT 11. NOV 1 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18740 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q558,Ref: SecJ.WORKINGBETWEENIWS.J597M.W779_MonthsPerYear[4].W778_WhichMonths[11] Which months in [Eligible Year] were those ([when you did any work for pay])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 10. OCT 6 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18741 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q559,Ref: SecJ.WORKINGBETWEENIWS.J597M.W779_MonthsPerYear[4].W778_WhichMonths[12] Which months in [Eligible Year] were those ([when you did any work for pay])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 10. OCT 11. NOV 6 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18741 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q560,Ref: SecJ.WORKINGBETWEENIWS.Q560_ During these months\, how many hours per week did you usually work? ... ----------------------------------------------------------------- N Min Max Mean SD Miss 726 0 110 29.89 16.36 17970 ----------------------------------------------------------------- 47 998. DK (Don't Know); NA (Not Ascertained) 4 999. RF (Refused)
HRS2014Q561,Ref: SecJ.WORKINGBETWEENIWS.Q561_ On average\, how much were you earning before deductions during these months? IWER: If amount per hour\, enter both dollars and cents IWER: Do not probe DK/RF Amount: PER: ... 669 0-250000. Actual Value 92 999998. DK (Don't Know); NA (Not Ascertained) 16 999999. RF (Refused) 17970 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q562,Ref: SecJ.WORKINGBETWEENIWS.Q562_ (On average\, how much were you earning before deductions during these months?) IWER: PROBE if necessary: Was that per hour\, week\, month\, or year? Amount: [EARNINGS-WORK BEFORE CURRENT EMPLYMNT] Per: ... 214 1. HOUR 174 2. WEEK 35 3. EVERY TWO WEEKS/BI-WEEKLY 151 4. MONTH 2 5. TWICE A MONTH 50 6. YEAR 18 11. Day 15 97. OTHER (SPECIFY); including per visit\, class\, mile\, job\, piece 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18088 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q563,Ref: SecJ.WORKINGBETWEENIWS.Q563_ Did it amount to a total of $____ per month\, more than $____ per month\, or what? PROCEDURES: 2Up1Down\, 1Up2Down BREAKPOINTS: $250\, $750\, $1\,500\, $4\,000 RANDOM ENTRY POINT ASSIGNMENT [1 ($750)] or [NOT 1 ($1\,500)] AT X505 ... 48 0. Value of Breakpoint 1 250. Value of Breakpoint 22 251. Value of Breakpoint 7 750. Value of Breakpoint 13 751. Value of Breakpoint 5 1500. Value of Breakpoint 8 1501. Value of Breakpoint 1 4000. Value of Breakpoint 3 4001. Value of Breakpoint 18639 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q564,Ref: SecJ.WORKINGBETWEENIWS.Q564_ * ... 17 249. Value of Breakpoint 1 250. Value of Breakpoint 24 749. Value of Breakpoint 7 750. Value of Breakpoint 12 1499. Value of Breakpoint 5 1500. Value of Breakpoint 8 3999. Value of Breakpoint 1 4000. Value of Breakpoint 33 99999996. Greater than Maximum Breakpoint 18639 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q565,Ref: SecJ.WORKINGBETWEENIWS.Q565_ * ... 23 98. DK (Don't Know); NA (Not Ascertained) 12 99. RF (Refused) 18712 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q566,Ref: SecJ.WORKINGBETWEENIWS.Q566_ Counting yourself as an employer if you were self employed\, for how many employers did you work during those months? ... 513 1. ONE 195 2. TWO OR MORE 55 8. DK (Don't Know); NA (Not Ascertained) 14 9. RF (Refused) 17970 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q567,Ref: SecJ.WORKINGBETWEENIWS.Q567[1] Why did you stop working at that job? (Did the business close\, were you laid off or let go\, did you leave to take care of family members or what?) IWER: CHOOSE all that apply ... 37 1. BUSINESS CLOSED; business moved or sold 204 2. LAID OFF/LET GO; temporary or seasonal job ended; contract over; lack of work/clients/customers; downsizing; reorganization; change of political administration; employer died/too sick 65 3. POOR HEALTH/DISABLED; poor mental health; R died; death; surgery; injury; old age 17 4. FAMILY CARE; marriage; pregnancy; child care; husband's wishes; wanted more time at home; to be with family 40 5. BETTER JOB; start own business; go to school/get more training; make more money; work in family business; go into military 60 6. QUIT; bored/burned out; didn't like job/wanted a change; problems with supervisor/co-workers; lack of pay/work hours/promotion/benefits/help; dispute with employer; sexual harassment; couldn't do work anymore; poor/dangerous working conditions; too stressful 22 7. RETIRED 10 8. R (family) moved 3 9. Ownership changed; business sold or transferred to someone else; sold business (own); gave business to another person 2 16. Transportation; distance to work 23. To travel 1 25. Financially advantageous for R to not work (tax/IRS/Social Security reasons) 1 94. Transferred; spouse transferred 38 95. R has not left/still has this job 12 97. OTHER (SPECIFY) 1 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18234 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q568,Ref: SecJ.WORKINGBETWEENIWS.Q567[2] Why did you stop working at that job? (Did the business close\, were you laid off or let go\, did you leave to take care of family members or what?) IWER: CHOOSE all that apply ... 1. BUSINESS CLOSED; business moved or sold 2 2. LAID OFF/LET GO; temporary or seasonal job ended; contract over; lack of work/clients/customers; downsizing; reorganization; change of political administration; employer died/too sick 1 3. POOR HEALTH/DISABLED; poor mental health; R died; death; surgery; injury; old age 3 4. FAMILY CARE; marriage; pregnancy; child care; husband's wishes; wanted more time at home; to be with family 3 5. BETTER JOB; start own business; go to school/get more training; make more money; work in family business; go into military 4 6. QUIT; bored/burned out; didn't like job/wanted a change; problems with supervisor/co-workers; lack of pay/work hours/promotion/benefits/help; dispute with employer; sexual harassment; couldn't do work anymore; poor/dangerous working conditions; too stressful 1 7. RETIRED 2 8. R (family) moved 9. Ownership changed; business sold or transferred to someone else; sold business (own); gave business to another person 16. Transportation; distance to work 23. To travel 25. Financially advantageous for R to not work (tax/IRS/Social Security reasons) 94. Transferred; spouse transferred 3 95. R has not left/still has this job 3 97. OTHER (SPECIFY) 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18725 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q569,Ref: SecJ.WORKINGBETWEENIWS.Q567[3] Why did you stop working at that job? (Did the business close\, were you laid off or let go\, did you leave to take care of family members or what?) IWER: CHOOSE all that apply ... 1. BUSINESS CLOSED; business moved or sold 2. LAID OFF/LET GO; temporary or seasonal job ended; contract over; lack of work/clients/customers; downsizing; reorganization; change of political administration; employer died/too sick 1 3. POOR HEALTH/DISABLED; poor mental health; R died; death; surgery; injury; old age 4. FAMILY CARE; marriage; pregnancy; child care; husband's wishes; wanted more time at home; to be with family 5. BETTER JOB; start own business; go to school/get more training; make more money; work in family business; go into military 6. QUIT; bored/burned out; didn't like job/wanted a change; problems with supervisor/co-workers; lack of pay/work hours/promotion/benefits/help; dispute with employer; sexual harassment; couldn't do work anymore; poor/dangerous working conditions; too stressful 7. RETIRED 8. R (family) moved 9. Ownership changed; business sold or transferred to someone else; sold business (own); gave business to another person 16. Transportation; distance to work 23. To travel 25. Financially advantageous for R to not work (tax/IRS/Social Security reasons) 94. Transferred; spouse transferred 95. R has not left/still has this job 97. OTHER (SPECIFY) 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18746 Blank. INAP (Inapplicable); Partial Interview
