column_id,column_description
HRS2018Q1,HOUSEHOLD IDENTIFICATION NUMBER ... 17146 010003-959738. Household Identification Number
HRS2018Q2,RESPONDENT PERSON IDENTIFICATION NUMBER ... 9738 010. Person Identifier 654 011. Person Identifier 32 012. Person Identifier 1 013. Person Identifier 5480 020. Person Identifier 180 021. Person Identifier 21 022. Person Identifier 1 023. Person Identifier 353 030. Person Identifier 44 031. Person Identifier 3 032. Person Identifier 1 033. Person Identifier 586 040. Person Identifier 47 041. Person Identifier 4 042. Person Identifier 1 043. Person Identifier
HRS2018Q3,2018 SUB HOUSEHOLD IDENTIFICATION NUMBER ... 15501 0. Original sample household - no split from divorce or separation of spouses or partners 849 1. Split household - one half of couple from Q3 0 and new spouse or partner\, if any 596 2. Split household - one half of couple from Q3 0 and new spouse or partner\, if any 68 5. Split household - one half of couple from Q3 1 or 2 9 6. Split household - one half of couple from Q3 1 or 2 122 7. Reunited household - respondents from split household reunite 1 8. Split household - one half of couple from Q3 1 or 2
HRS2018Q4,2016 SUB HOUSEHOLD IDENTIFICATION NUMBER ... 15713 0. Original sample household - no split from divorce or separation of spouses or partners 726 1. Split household - one half of couple from Q3 0 and new spouse or partner\, if any 546 2. Split household - one half of couple from Q3 0 and new spouse or partner\, if any 54 5. Split household - one half of couple from Q3 1 or 2 7 6. Split household - one half of couple from Q3 1 or 2 99 7. Reunited household - respondents from split household reunite 1 8. Split household - one half of couple from Q3 1 or 2
HRS2018Q5,2018 SPOUSE/PARTNER PERSON NUMBER ... 4657 010. Person Identifier 504 011. Person Identifier 28 012. Person Identifier 1 013. Person Identifier 4290 020. Person Identifier 141 021. Person Identifier 18 022. Person Identifier 1 023. Person Identifier 193 030. Person Identifier 27 031. Person Identifier 1 032. Person Identifier 1 033. Person Identifier 362 040. Person Identifier 40 041. Person Identifier 2 042. Person Identifier 2 043. Person Identifier 7 810. Spouse of Original R\, Never Entered Sample 45 811. Spouse of Non-Original Respondent 3 812. Spouse of Non-Original Respondent 6 821. Spouse of Non-Original Respondent 1 822. Spouse of Non-Original Respondent 4 831. Spouse of Non-Original Respondent 1 832. Spouse of Non-Original Respondent 3 841. Spouse of Non-Original Respondent 6808 Blank. Single Respondent Household
HRS2018Q6,2018 WHETHER COVERSHEET RESPONDENT ... 12465 1. Yes 85 3. 2nd Coverscreen R\, answers not retained 4596 5. No
HRS2018Q7,2018 WHETHER FAMILY RESPONDENT ... 12017 1. Family R 41 3. 2nd Family R\, answers not retained 5088 5. Non-Family R
HRS2018Q8,2018 WHETHER FINANCIAL RESPONDENT ... 12181 1. Financial R 38 3. 2nd Financial R\, answers not retained 4927 5. Non-Financial R
HRS2018Q9,Ref: SecJ.Q9_3Wave * ... 17146 1. Not asked this wave Blank. INAP (Inapplicable); Partial Interview
HRS2018Q10,Ref: SecJ.Q10_4Wave * ... 17146 1. Not asked this wave Blank. INAP (Inapplicable); Partial Interview
HRS2018Q494,Ref: SecJ.WORKINGBETWEENIWS.J597M.W779_MonthsPerYear[4].W778_WhichMonths Which months in [Eligible Year] were those ([when you did any work for pay])? INSTR: Select all that apply ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 10. OCT 11. NOV 12 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17134 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q495,Ref: SecJ.WORKINGBETWEENIWS.J597M.W786_ Were there any months between [R's Last IW Month\, Year/Month\, Year 2 Years Ago] and January [First Year of Previous Wave] when you did any work for pay? ... 32 1. YES 25 5. NO 8. DK (Don't Know); NA (Not Ascertained) 9. RF (Refused) 17089 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q496,Ref: SecJ.WORKINGBETWEENIWS.Q496_ During these months\, how many hours per week did you usually work? ... ----------------------------------------------------------------- N Min Max Mean SD Miss 835 0 84 26.93 16.97 16270 ----------------------------------------------------------------- 10 -8. Web non-response 26 98. DK (Don't Know); NA (Not Ascertained) 5 99. RF (Refused)
HRS2018Q497,Ref: SecJ.WORKINGBETWEENIWS.Q497_ On average\, how much were you earning before deductions during these months? INSTR: If amount per hour\, enter both dollars and cents otherwise enter '0' cents. INSTR: Do not probe DK/RF Amount: PER: WEB-ADMINISTERED TEXT: On average\, how much were you earning before deductions during these months? INSTR: If amount per hour\, enter both dollars and cents. ... 11 -8. Web non-response 761 0-300000. Actual Value 78 999998. DK (Don't Know); NA (Not Ascertained) 26 999999. RF (Refused) 16270 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q498,Ref: SecJ.WORKINGBETWEENIWS.Q498_ On average\, how much were you earning before deductions during these months? INSTR: If amount per hour\, enter both dollars and cents otherwise enter '0' cents. INSTR: Do not probe DK/RF Amount: PER: WEB-ADMINISTERED TEXT: On average\, how much were you earning before deductions during these months? INSTR: If amount per hour\, enter both dollars and cents. ... 15 -8. Web non-response 256 1. HOUR 183 2. WEEK 39 3. EVERY TWO WEEKS/BI-WEEKLY 150 4. MONTH 1 5. TWICE A MONTH 57 6. YEAR 31 11. Day 25 97. OTHER (SPECIFY); including per visit\, class\, mile\, job\, piece 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 16389 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q499,Ref: SecJ.WORKINGBETWEENIWS.Q499_ (Thinking about how much you were earning during that time): Did it amount to a total of $____ per month\, more than $____ per month\, or what? PROCEDURES: 2Up1Down\, 1Up2Down BREAKPOINTS: $250\, $750\, $1\,500\, $4\,000 RANDOM ENTRY POINT ASSIGNMENT [1 ($750)] or [NOT 1 ($1\,500)] AT X505 WEB-ADMINISTERED TEXT: Thinking about how much you were earning during that time: Did it amount to a total of $____ per month\, more than $____ per month\, or what? User Note: The procedures apply to both the interviewer-administered and web-administered text. ... 61 0. Value of Breakpoint 5 250. Value of Breakpoint 20 251. Value of Breakpoint 3 750. Value of Breakpoint 8 751. Value of Breakpoint 1 1500. Value of Breakpoint 15 1501. Value of Breakpoint 1 4000. Value of Breakpoint 1 4001. Value of Breakpoint 17031 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q500,Ref: SecJ.WORKINGBETWEENIWS.Q500_ * ... 19 249. Value of Breakpoint 5 250. Value of Breakpoint 23 749. Value of Breakpoint 3 750. Value of Breakpoint 8 1499. Value of Breakpoint 1 1500. Value of Breakpoint 12 3999. Value of Breakpoint 1 4000. Value of Breakpoint 43 99999996. Greater than Maximum Breakpoint 17031 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q501,Ref: SecJ.WORKINGBETWEENIWS.Q501_ * ... 20 0. No Breakpoint values given during interview 1 97. Data not available 11 98. DK (Don't Know); NA (Not Ascertained) 15 99. RF (Refused) 17099 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q502,Ref: SecJ.WORKINGBETWEENIWS.Q502_ Counting yourself as an employer if you were self employed\, for how many employers did you work during those months? ... 18 -8. Web non-response 549 1. ONE 233 2. TWO OR MORE 55 8. DK (Don't Know); NA (Not Ascertained) 20 9. RF (Refused) 16271 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q503,Ref: SecJ.WORKINGBETWEENIWS.Q503 Why did you stop working at that job? (Did the business close\, were you laid off or let go\, did you leave to take care of family members or what?) INSTR: Select all that apply WEB-ADMINISTERED TEXT: Why did you stop working at that job? INSTR: Select all that apply. ... 2 -8. Web non-response 21 1. BUSINESS CLOSED; business moved or sold 206 2. LAID OFF/LET GO; temporary or seasonal job ended; contract over; lack of work/clients/customers; downsizing; reorganization; change of political administration; employer died/too sick 67 3. POOR HEALTH/DISABLED; poor mental health; R died; death; surgery; injury; old age 16 4. FAMILY CARE; marriage; pregnancy; child care; husband's wishes; wanted more time at home; to be with family 30 5. BETTER JOB; start own business; go to school/get more training; make more money; work in family business; go into military 53 6. QUIT; bored/burned out; didn't like job/wanted a change; problems with supervisor/co-workers; lack of pay/work hours/promotion/benefits/help; dispute with employer; sexual harassment; couldn't do work anymore; poor/dangerous working conditions; too stressful 36 7. RETIRED 18 8. R (family) moved 2 9. Ownership changed; business sold or transferred to someone else; sold business (own); gave business to another person 5 16. Transportation; distance to work 69 95. R has not left/still has this job 16 97. OTHER (SPECIFY) 6 98. DK (Don't Know); NA (Not Ascertained) 2 99. RF (Refused) 16597 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q504,Ref: SecJ.WORKINGBETWEENIWS.Q503 Why did you stop working at that job? (Did the business close\, were you laid off or let go\, did you leave to take care of family members or what?) INSTR: Select all that apply WEB-ADMINISTERED TEXT: Why did you stop working at that job? INSTR: Select all that apply. ... 1. BUSINESS CLOSED; business moved or sold 4 2. LAID OFF/LET GO; temporary or seasonal job ended; contract over; lack of work/clients/customers; downsizing; reorganization; change of political administration; employer died/too sick 4 3. POOR HEALTH/DISABLED; poor mental health; R died; death; surgery; injury; old age 2 4. FAMILY CARE; marriage; pregnancy; child care; husband's wishes; wanted more time at home; to be with family 2 5. BETTER JOB; start own business; go to school/get more training; make more money; work in family business; go into military 8 6. QUIT; bored/burned out; didn't like job/wanted a change; problems with supervisor/co-workers; lack of pay/work hours/promotion/benefits/help; dispute with employer; sexual harassment; couldn't do work anymore; poor/dangerous working conditions; too stressful 2 7. RETIRED 8. R (family) moved 9. Ownership changed; business sold or transferred to someone else; sold business (own); gave business to another person 1 16. Transportation; distance to work 5 95. R has not left/still has this job 3 97. OTHER (SPECIFY) 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17115 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q505,Ref: SecJ.WORKINGBETWEENIWS.Q503 Why did you stop working at that job? (Did the business close\, were you laid off or let go\, did you leave to take care of family members or what?) INSTR: Select all that apply WEB-ADMINISTERED TEXT: Why did you stop working at that job? INSTR: Select all that apply. ... 1. BUSINESS CLOSED; business moved or sold 1 2. LAID OFF/LET GO; temporary or seasonal job ended; contract over; lack of work/clients/customers; downsizing; reorganization; change of political administration; employer died/too sick 3. POOR HEALTH/DISABLED; poor mental health; R died; death; surgery; injury; old age 4. FAMILY CARE; marriage; pregnancy; child care; husband's wishes; wanted more time at home; to be with family 5. BETTER JOB; start own business; go to school/get more training; make more money; work in family business; go into military 6. QUIT; bored/burned out; didn't like job/wanted a change; problems with supervisor/co-workers; lack of pay/work hours/promotion/benefits/help; dispute with employer; sexual harassment; couldn't do work anymore; poor/dangerous working conditions; too stressful 7. RETIRED 97. OTHER (SPECIFY) 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17145 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q506,Ref: SecJ.WORKINGBETWEENIWS.Q503 Why did you stop working at that job? (Did the business close\, were you laid off or let go\, did you leave to take care of family members or what?) INSTR: Select all that apply WEB-ADMINISTERED TEXT: Why did you stop working at that job? INSTR: Select all that apply. ... 1. BUSINESS CLOSED; business moved or sold 2. LAID OFF/LET GO; temporary or seasonal job ended; contract over; lack of work/clients/customers; downsizing; reorganization; change of political administration; employer died/too sick 3. POOR HEALTH/DISABLED; poor mental health; R died; death; surgery; injury; old age 4. FAMILY CARE; marriage; pregnancy; child care; husband's wishes; wanted more time at home; to be with family 5. BETTER JOB; start own business; go to school/get more training; make more money; work in family business; go into military 6. QUIT; bored/burned out; didn't like job/wanted a change; problems with supervisor/co-workers; lack of pay/work hours/promotion/benefits/help; dispute with employer; sexual harassment; couldn't do work anymore; poor/dangerous working conditions; too stressful 7. RETIRED 97. OTHER (SPECIFY) 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17146 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q507,Ref: SecJ.WORKINGBETWEENIWS.Q507_ Did your employment situation change in some way that encouraged you to leave? ... 1 -8. Web non-response 69 1. YES 240 5. NO 5 8. DK (Don't Know); NA (Not Ascertained) 3 9. RF (Refused) 16828 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q508,Ref: SecJ.WORKINGBETWEENIWS.Q508 How did it change? INSTR: Select all that apply ... 3 1. SUPERVISOR ENCOURAGED DEPARTURE 4 2. COWORKER ENCOURAGED DEPARTURE 5 3. WAGES REDUCED (OR ABOUT TO BE REDUCED) 2 4. HOURS REDUCED (OR ABOUT TO BE REDUCED) 1 5. WOULD HAVE BEEN LAID OFF; funding ended 5 6. NEW JOB DUTIES; work load increased 2 7. NEW JOB LOCATION 8. BECAME ELIGIBLE FOR PENSION/social security 9. EMPLOYER CHANGED HEALTH INSURANCE 10. SPECIAL EARLY RETIREMENT INCENTIVE OFFER 26 22. Other working conditions; didn't get along with supervisor/coworkers; not enough help; business had changed; unsafe working conditions; physical demands of job; company having financial problems; more pressure on the job; new management/philosophy/policies; not enough money; harassment 8 23. Better job/pay; more hours/benefits; better working conditions; old job lack of pay raises/benefits 1 24. Start or help with own/family business 8 31. Physical and mental condition of R (including stress) 12 95. Job ended; seasonal work; temporary job; position eliminated; business closed/moved or sold 4 97. OTHER (SPECIFY) 2 98. DK (Don't Know); NA (Not Ascertained) 1 99. RF (Refused) 17062 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q509,Ref: SecJ.WORKINGBETWEENIWS.Q508 How did it change? INSTR: Select all that apply ... 1 1. SUPERVISOR ENCOURAGED DEPARTURE 2. COWORKER ENCOURAGED DEPARTURE 3. WAGES REDUCED (OR ABOUT TO BE REDUCED) 1 4. HOURS REDUCED (OR ABOUT TO BE REDUCED) 1 5. WOULD HAVE BEEN LAID OFF; funding ended 6. NEW JOB DUTIES; work load increased 7. NEW JOB LOCATION 8. BECAME ELIGIBLE FOR PENSION/social security 9. EMPLOYER CHANGED HEALTH INSURANCE 10. SPECIAL EARLY RETIREMENT INCENTIVE OFFER 1 22. Other working conditions; didn't get along with supervisor/coworkers; not enough help; business had changed; unsafe working conditions; physical demands of job; company having financial problems; more pressure on the job; new management/philosophy/policie 23. Better job/pay; more hours/benefits; better working conditions; old job lack of pay raises/benefits 24. Start or help with own/family business 2 31. Physical and mental condition of R (including stress) 95. Job ended; seasonal work; temporary job; position eliminated; business closed/moved or sold 1 97. OTHER (SPECIFY) 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17139 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q510,Ref: SecJ.WORKINGBETWEENIWS.Q508 How did it change? INSTR: Select all that apply ... 1. SUPERVISOR ENCOURAGED DEPARTURE 2. COWORKER ENCOURAGED DEPARTURE 3. WAGES REDUCED (OR ABOUT TO BE REDUCED) 4. HOURS REDUCED (OR ABOUT TO BE REDUCED) 5. WOULD HAVE BEEN LAID OFF; funding ended 1 6. NEW JOB DUTIES; work load increased 7. NEW JOB LOCATION 8. BECAME ELIGIBLE FOR PENSION/social security 9. EMPLOYER CHANGED HEALTH INSURANCE 10. SPECIAL EARLY RETIREMENT INCENTIVE OFFER 22. Other working conditions; didn't get along with supervisor/coworkers; not enough help; business had changed; unsafe working conditions; physical demands of job; company having financial problems; more pressure on the job; new management/philosophy/policie 23. Better job/pay; more hours/benefits; better working conditions; old job lack of pay raises/benefits 24. Start or help with own/family business 31. Physical and mental condition of R (including stress) 95. Job ended; seasonal work; temporary job; position eliminated; business closed/moved or sold 97. OTHER (SPECIFY) 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17145 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q511,Ref: SecJ.WORKINGBETWEENIWS.Q508 How did it change? INSTR: Select all that apply ... 1. SUPERVISOR ENCOURAGED DEPARTURE 2. COWORKER ENCOURAGED DEPARTURE 3. WAGES REDUCED (OR ABOUT TO BE REDUCED) 4. HOURS REDUCED (OR ABOUT TO BE REDUCED) 5. WOULD HAVE BEEN LAID OFF; funding ended 6. NEW JOB DUTIES; work load increased 7. NEW JOB LOCATION 8. BECAME ELIGIBLE FOR PENSION/social security 9. EMPLOYER CHANGED HEALTH INSURANCE 10. SPECIAL EARLY RETIREMENT INCENTIVE OFFER 22. Other working conditions; didn't get along with supervisor/coworkers; not enough help; business had changed; unsafe working conditions; physical demands of job; company having financial problems; more pressure on the job; new management/philosophy/policie 23. Better job/pay; more hours/benefits; better working conditions; old job lack of pay raises/benefits 24. Start or help with own/family business 31. Physical and mental condition of R (including stress) 95. Job ended; seasonal work; temporary job; position eliminated; business closed/moved or sold 97. OTHER (SPECIFY) 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17146 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q512,Ref: SecJ.EMPHISTORY.K003_EverWrkPay Have you ever worked for pay for more than a few months? User Note: Interviewer-administered item. ... 74 1. YES 18 5. NO 8. DK (Don't Know); NA (Not Ascertained) 9. RF (Refused) 17054 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q513,Ref: SecJ.EMPHISTORY.K004_YrLastWrkPay When did you last work for pay? Year: OR Years ago: User Note: Interviewer-administered item. ... 63 1987-2019. Actual Value 1 9998. DK (Don't Know); NA (Not Ascertained) 9999. RF (Refused) 17082 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q514,Ref: SecJ.EMPHISTORY.K005_YrsAgoWrkPay (When did you last work for pay?) Year: OR Years ago: User Note: Interviewer-administered item. ... 10 1-42. Actual Value 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17136 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q515,Ref: SecJ.EMPHISTORY.K006_ In what month was that? User Note: Interviewer-administered item. ... 4 1. JAN 8 2. FEB 5 3. MAR 5 4. APR 5 5. MAY 10 6. JUN 8 7. JUL 3 8. AUG 5 9. SEP 5 10. OCT 5 11. NOV 8 12. DEC 2 98. DK (Don't Know); NA (Not Ascertained) 1 99. RF (Refused) 17072 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q516,Ref: SecJ.EMPHISTORY.K007_LstJobSelfOthEmp The next questions are about the last job you had. We're interested in your situation near the end of this job. Did you work for someone else\, were you self-employed\, or what? INSTR: If R says\, 'I ran my own business' enter 'self-employed' User Note: Interviewer-administered item. ... 58 1. SOMEONE ELSE 8 2. SELF-EMPLOYED 8. DK (Don't Know); NA (Not Ascertained) 9. RF (Refused) 17080 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q517,Ref: SecJ.EMPHISTORY.K008_IndLastJob [What kind of business or industry did you work in-- that is\, what did they make or do at the place where you worked?/What industry did you work in? That is\, what did your company do or make? (What industry did you typically work in?)] User Note: Interviewer-administered item. User Note: Code categories have been collapsed to protect participant confidentiality. ... 1. Agriculture\, Forestry\, Fishing\, and Hunting (0170 - 0290) 2. Mining (0370 - 0490) 1 3. Utilities (0570 - 0690) 6 4. Construction (0770) 5 5. Manufacturing (continued) (1070 - 3990) 2 6. Wholesale Trade (4070 - 4590) 9 7. Retail Trade (4670 - 5790) 4 8. Transportation and Warehousing (6070 - 6390) 9. Information (6470 - 6790) 3 10. Finance and Insurance (6870 - 6990) 1 11. Real Estate and Rental and Leasing (7070 - 7190) 3 12. Professional\, Scientific\, and Technical Services (7270 - 7490) 2 13. Management\, Administrative and Support\, and Waste (7570 - 7790) 2 14. Educational Services (7860 - 7890) 8 15. Health Care and Social Assistance (7970 - 8470) 3 16. Arts\, Entertainment\, and Recreation (8560 - 8590) 3 17. Accommodations and Food Services (8660 - 8690) 6 18. Other Services (Except Public Administration) (8770 - 9290) 7 19. Public Administration and Active Duty Military (9370 - 9870) 98. DK (Don't Know); NA (Not Ascertained) 1 99. RF (Refused) 17080 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q518,Ref: SecJ.EMPHISTORY.K010_TypeWorkLastJob What sort of work did you do? (Tell me a little more about what you did.) User Note: Interviewer-administered item. User Note: Code categories have been collapsed to protect participant confidentiality. ... 4 1. Management Occupations (0010 - 0430) 1 2. Business and Financial Operations Occupations (0500 - 0950) 3. Computer and mathematical occupations (1000 - 1240) 1 4. Architecture and Engineering Occupations (1300 - 1560) 5. Life\, Physical\, and Social Science Occupations (1600 - 1960) 6. Community and Social Service Occupations (2000 - 2060) 1 7. Legal Occupations (2100 - 2160) 1 8. Education\, Training\, and Library Occupations (2200 - 2550) 1 9. Arts\, Design\, Entertainment\, Sports\, and Media Occupations (2600 - 2960) 2 10. Healthcare Practitioners and Technical Occupations (3000 - 3540) 1 11. Healthcare Support Occupations (3600 - 3650) 4 12. Protective Service Occupations (3700 - 3950) 4 13. Food Preparation and Serving Related Occupations (4000 - 4160) 6 14. Building and Grounds Cleaning and Maintenance Occupations (4200 - 4250) 3 15. Personal Care and Service Occupations (4300 - 4650) 8 16. Sales and Related Occupations (4700 - 4960) 10 17. Office and Administrative Support Occupations (5000 - 5940) 18. Farming\, Fishing\, and Forestry Occupations (6000 - 6130) 4 19. Construction and Extraction Occupations (6200 - 6940) 1 20. Installation\, Maintenance\, and Repair Occupations (7000 - 7630) 6 21. Production Occupations (7700 - 8960) 8 22. Transportation and Material Moving Occupations (9000 - 9750) 23. Military Specific Occupations (9800 - 9830) 99. Not Ascertained (DK/RF) 17080 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q519,Ref: SecJ.EMPHISTORY.K011_ How many hours a week did you usually work [for [Employer Name]/for that employer/in that business]? Hours per week: User Note: Interviewer-administered item. ... ----------------------------------------------------------------- N Min Max Mean SD Miss 66 3 168 42.45 26.91 17080 ----------------------------------------------------------------- 998. DK (Don't Know); NA (Not Ascertained) 999. RF (Refused)
HRS2018Q520,Ref: SecJ.EMPHISTORY.K012_ Not counting any overtime hours\, could you have reduced the number of hours in your regular work schedule? User Note: Interviewer-administered item. ... 14 1. YES 44 5. NO 8. DK (Don't Know); NA (Not Ascertained) 9. RF (Refused) 17088 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q521,Ref: SecJ.EMPHISTORY.K013_ Could you have reduced your work hours by quite a lot\, say to half what you usually worked\, without affecting either your hourly pay rate or your fringe benefits? User Note: Interviewer-administered item. ... 4 1. YES 7 5. NO 3 8. DK (Don't Know); NA (Not Ascertained) 9. RF (Refused) 17132 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q522,Ref: SecJ.EMPHISTORY.K014_ INSTR: Read slowly Counting paid vacations as weeks of work\, how many weeks a year did you usually work? # of weeks: User Note: Interviewer-administered item. ... ----------------------------------------------------------------- N Min Max Mean SD Miss 56 1 52 41.54 16.28 17080 ----------------------------------------------------------------- 9 98. DK (Don't Know); NA (Not Ascertained) 1 99. RF (Refused)
HRS2018Q523,Ref: SecJ.EMPHISTORY.K039_ Were you salaried on that job\, paid by the hour\, or what? User Note: Interviewer-administered item. ... 19 1. SALARIED 32 2. HOURLY 3 3. PIECEWORK OR COMMISSION 4 7. OTHER or COMBINATION 8. DK (Don't Know); NA (Not Ascertained) 9. RF (Refused) 17088 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q524,Ref: SecJ.EMPHISTORY.K015_ How much were you earning\, before deductions\, when you [left that employer? INSTR: If respondent was a teacher\, record annual salary/stopped working for the business?] INSTR: If amount per hour\, enter both dollars and cents\, otherwise enter '0' cents INSTR: Do not probe DK/RF Amount: Per: User Note: Interviewer-administered item. ... 1 -8. Web non-response 62 0-560000. Actual Value 5 999998. DK (Don't Know); NA (Not Ascertained) 999999. RF (Refused) 17078 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q525,Ref: SecJ.EMPHISTORY.K016_ How much were you earning\, before deductions\, when you [left that employer? INSTR: If respondent was a teacher\, record annual salary/stopped working for the business?] INSTR: If amount per hour\, enter both dollars and cents\, otherwise enter '0' cents INSTR: Do not probe DK/RF Amount: Per: User Note: Interviewer-administered item. ... 1 -8. Web non-response 22 1. HOUR 10 2. WEEK 4 3. EVERY TWO WEEKS/BI-WEEKLY 3 4. MONTH 5. TWICE A MONTH 17 6. YEAR 1 97. OTHER (SPECIFY); including per visit\, class\, mile\, job\, piece 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17088 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q526,Ref: SecJ.EMPHISTORY.K018_ About how many employees worked for that company or organization at the location where you worked? INSTR: Do not probe DK/RF # Of employees: User Note: Interviewer-administered item. ... ----------------------------------------------------------------- N Min Max Mean SD Miss 55 1 20000 555.02 2700.08 17088 ----------------------------------------------------------------- 3 99998. DK (Don't Know); NA (Not Ascertained) 99999. RF (Refused)
HRS2018Q527,Ref: SecJ.EMPHISTORY.K019_ Was it fewer than 5\, 5 to 14\, 15 to 24\, 25 to 99\, 100 to 499\, or 500 or more? User Note: Interviewer-administered item. ... 1. FEWER THAN 5 2. 5 TO 14 3. 15 TO 24 1 4. 25 TO 99 5. 100 TO 499 1 6. 500 OR MORE 1 8. DK (Don't Know); NA (Not Ascertained) 9. RF (Refused) 17143 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q528,Ref: SecJ.EMPHISTORY.K020_ About how many employees worked for that company or organization at all locations? INSTR: Do not probe DK/RF [ENTER '9999996' If only one location] # Of employees: User Note: Interviewer-administered item. ... ----------------------------------------------------------------- N Min Max Mean SD Miss 31 1 1000000 36921.35 179230.22 17081 ----------------------------------------------------------------- 12 9999996. ONE LOCATION 22 9999998. DK (Don't Know); NA (Not Ascertained) 9999999. RF (Refused)
HRS2018Q529,Ref: SecJ.EMPHISTORY.K021_ Was it fewer than 5\, 5 to 14\, 15 to 24\, 25 to 99\, 100 to 499\, or 500 or more? User Note: Interviewer-administered item. ... 1. FEWER THAN 5 3 2. 5 TO 14 1 3. 15 TO 24 4. 25 TO 99 1 5. 100 TO 499 14 6. 500 OR MORE 4 8. DK (Don't Know); NA (Not Ascertained) 9. RF (Refused) 17123 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q530,Ref: SecJ.EMPHISTORY.K022_YrStrtWrkPay When did you start working for [[Current Employer Name]/that employer/[yourself]]? Year: OR Years ago: OR At age: User Note: Interviewer-administered item. ... 1 -8. Web non-response 66 1949-2018. Actual Value 2 9998. DK (Don't Know); NA (Not Ascertained) 9999. RF (Refused) 17077 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q531,Ref: SecJ.EMPHISTORY.K023_YrsAgoStrtWrkPay (When did you start working for [[Current Employer Name]/that employer/[yourself]]?) Year: OR Years ago: OR At age: User Note: Interviewer-administered item. ... 4 1-4. Actual Value 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17142 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q532,Ref: SecJ.EMPHISTORY.K024_AgeStrtWrkPay (When did you start working for [[Current Employer Name]/that employer/[yourself]]?) Year: OR Years ago: OR At age: User Note: Interviewer-administered item. ... 1 45. Actual Value 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17145 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q533,Ref: SecJ.EMPHISTORY.K025_ How much were you earning\, before taxes and other deductions\, when you started? INSTR: If amount per hour\, enter both dollars and cents\, otherwise enter '0' cents. Amount: Per: User Note: Interviewer-administered item. ... 1 -8. Web non-response 61 0-300000. Actual Value 6 999998. DK (Don't Know); NA (Not Ascertained) 999999. RF (Refused) 17078 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q534,Ref: SecJ.EMPHISTORY.K026_ (How much were you earning\, before taxes and other deductions\, when you started?) Amount: [EARNINGS WHEN STARTED] Per: User Note: Interviewer-administered item. ... 1 -8. Web non-response 21 1. HOUR 11 2. WEEK 6 3. EVERY TWO WEEKS/BI-WEEKLY 2 4. MONTH 5. TWICE A MONTH 16 6. YEAR 1 7. OTHER (SPECIFY) 8. DK (Don't Know); NA (Not Ascertained) 9. RF (Refused) 17088 Blank. INAP (Inapplicable); Partial Interview
